placement,augments,traits,champions
6,"['Jeweled Lotus I', 'Cybernetic Leech II', 'Cybernetic Bulk II']","[('Noxus', '6'), ('Juggernaut', '2')]","[('Cassiopeia', '1'), ('Samira', '2'), ('Swain', '2'), ('Kled', '2'), ('Katarina', '2'), ('Darius', '2'), ('Nasus', '2')]"
4,"['Gifts from the Fallen', 'Cybernetic Leech I', 'Long Distance Pals II']","[('Noxus', '6'), ('Shurima', '3'), ('Juggernaut', '2'), ('Rogue', '2'), ('Strategist', '2')]","[('Cassiopeia', '2'), ('Swain', '2'), ('Katarina', '2'), ('Katarina', '2'), ('Ekko', '2'), ('Darius', '3'), ('Nasus', '2'), ('Azir', '2')]"
4,"['Tons of Stats!', 'Portable Forge', 'Challenger Crest']","[('Challenger', '6'), ('Empress', '1'), ('Ionia', '3'), ('Bastion', '2')]","[('Irelia', '2'), ('Warwick', '2'), ('Kalista', '3'), ('Yasuo', '2'), ('Shen', '2'), (""Kai'Sa"", '2'), (""Bel'Veth"", '1'), (""K'Sante"", '1')]"
3,"['Cybernetic Leech I', ""Sentinel's Spirit"", 'Healing Orbs II']","[('Ionia', '6'), ('Challenger', '4'), ('Invoker', '2'), ('Juggernaut', '2')]","[('Irelia', '2'), ('Sett', '2'), ('Warwick', '2'), ('Karma', '2'), ('Yasuo', '2'), ('Shen', '2'), (""Kai'Sa"", '2'), ('Ahri', '1')]"
7,"['Slayer Crown', 'Slayer Crest', 'Long Distance Pals II']","[('Slayer', '4'), ('Ionia', '3'), ('Noxus', '3'), ('Juggernaut', '2'), ('Rogue', '2')]","[('Zed', '2'), ('Sett', '2'), ('Kled', '2'), ('Katarina', '2'), ('Darius', '3'), ('Shen', '1')]"
1,"['Trade Sector', 'Social Distancing III', 'Contagion']","[('Ionia', '6'), ('Challenger', '4'), ('Invoker', '2'), ('Juggernaut', '2')]","[('Irelia', '2'), ('Sett', '2'), ('Warwick', '2'), ('Karma', '3'), ('Yasuo', '2'), ('Shen', '2'), (""Kai'Sa"", '2'), ('Ahri', '1')]"
2,"['Double Trouble III', 'Jeweled Lotus I']","[('Darkin', '1'), ('Challenger', '4'), ('Ionia', '3'), ('Juggernaut', '2'), ('Shadow Isles', '2'), ('Slayer', '2')]","[('Irelia', '3'), ('Warwick', '2'), ('Kalista', '3'), ('Kalista', '3'), ('Yasuo', '2'), ('Shen', '2'), ('Shen', '2'), ('Gwen', '2'), ('Aatrox', '1')]"
6,"['Small Forge', 'Social Distancing III']","[('Freljord', '3'), ('Shurima', '3'), ('Bruiser', '2'), ('Deadeye', '2')]","[('Renekton', '2'), ('Ashe', '2'), ('Lissandra', '2'), ('Nasus', '2'), ('Aphelios', '2'), ('Sejuani', '2'), (""K'Sante"", '1')]"
3,"['Transfusion II', 'Tons of Stats!']","[('Freljord', '3'), ('Bruiser', '4'), ('Shurima', '3'), ('Deadeye', '2'), ('Invoker', '2')]","[('Cassiopeia', '2'), ('Renekton', '2'), ('Ashe', '2'), ('Vi', '3'), ('Lissandra', '2'), ('Akshan', '2'), ('Sejuani', '2'), ('Sion', '1')]"
8,"['Small Forge', 'Job Well Done']","[('Sorcerer', '6'), ('Demacia', '3'), ('Multicaster', '2'), ('Strategist', '2')]","[('Malzahar', '2'), ('Swain', '1'), (""Vel'Koz"", '2'), ('Sona', '2'), ('Taric', '2'), ('Lux', '1'), ('Jarvan IV', '1')]"
3,"['Two Healthy', 'Medium Forge', 'Radiant Relics']","[('Technogenius', '1'), ('Strategist', '3'), ('Juggernaut', '2'), ('Multicaster', '2')]","[('ApexTurret', 0), ('Taliyah', '1'), ('Swain', '2'), ('Sett', '3'), ('Taliyah', '3'), ('Warwick', '3'), ('Jarvan IV', '1'), ('Heimerdinger', '1')]"
8,"['Medium Forge', 'Know Your Enemy']","[('Sorcerer', '6'), ('Empress', '1'), ('Ionia', '3'), ('Void', '3'), ('Bastion', '2'), ('Multicaster', '2'), ('Strategist', '2')]","[('Swain', '2'), ('Teemo', '2'), (""Vel'Koz"", '2'), ('Taric', '2'), ('Lux', '1'), ('Shen', '2'), (""Bel'Veth"", '1'), ('Ahri', '1')]"
3,"['Capricious Forge', 'Long Distance Pals II']","[('Strategist', '4'), ('Wanderer', '1'), ('Shurima', '3'), ('Multicaster', '2')]","[('Taliyah', '1'), ('Swain', '2'), ('Teemo', '2'), ('Nasus', '2'), ('Azir', '2'), ('Jarvan IV', '2'), ('Gwen', '2'), ('Ryze: Shurima', '2')]"
3,"['Cybernetic Leech III', 'Unified Resistance II']","[('Technogenius', '1'), ('Ionia', '3'), ('Noxus', '3'), ('Juggernaut', '2'), ('Rogue', '2'), ('Slayer', '2')]","[('ApexTurret', 0), ('Sett', '2'), ('Zed', '3'), ('Katarina', '2'), ('Darius', '2'), ('Shen', '1'), ('Gwen', '2'), ('Heimerdinger', '1'), ('Sion', '1')]"
2,"['Medium Forge', 'Know Your Enemy']","[('Shadow Isles', '4'), ('Darkin', '1'), ('Empress', '1'), ('Redeemer', '1'), ('Technogenius', '1'), ('Challenger', '2'), ('Juggernaut', '2'), ('Slayer', '2')]","[('ApexTurret', 0), ('Maokai', '2'), ('Warwick', '2'), ('Kalista', '3'), ('Kalista', '3'), ('Gwen', '1'), ('Gwen', '2'), ('Heimerdinger', '1'), ('Senna', '1'), (""Bel'Veth"", '2'), ('Aatrox', '2')]"
5,"['A Cut Above', 'Phreaky Friday+', 'Cybernetic Leech I']","[('Deadeye', '4'), ('Freljord', '3'), ('Bruiser', '2')]","[('Ashe', '2'), ('Lissandra', '2'), ('Akshan', '2'), ('Aphelios', '2'), ('Urgot', '2'), ('Sejuani', '2'), ('Sion', '1')]"
2,"['Double Trouble III', 'Jeweled Lotus I']","[('Darkin', '1'), ('Challenger', '4'), ('Ionia', '3'), ('Juggernaut', '2'), ('Shadow Isles', '2'), ('Slayer', '2')]","[('Irelia', '3'), ('Warwick', '2'), ('Kalista', '3'), ('Kalista', '3'), ('Yasuo', '2'), ('Shen', '2'), ('Shen', '2'), ('Gwen', '2'), ('Aatrox', '1')]"
6,"['Small Forge', 'Social Distancing III']","[('Freljord', '3'), ('Shurima', '3'), ('Bruiser', '2'), ('Deadeye', '2')]","[('Renekton', '2'), ('Ashe', '2'), ('Lissandra', '2'), ('Nasus', '2'), ('Aphelios', '2'), ('Sejuani', '2'), (""K'Sante"", '1')]"
3,"['Transfusion II', 'Tons of Stats!']","[('Freljord', '3'), ('Bruiser', '4'), ('Shurima', '3'), ('Deadeye', '2'), ('Invoker', '2')]","[('Cassiopeia', '2'), ('Renekton', '2'), ('Ashe', '2'), ('Vi', '3'), ('Lissandra', '2'), ('Akshan', '2'), ('Sejuani', '2'), ('Sion', '1')]"
8,"['Small Forge', 'Job Well Done']","[('Sorcerer', '6'), ('Demacia', '3'), ('Multicaster', '2'), ('Strategist', '2')]","[('Malzahar', '2'), ('Swain', '1'), (""Vel'Koz"", '2'), ('Sona', '2'), ('Taric', '2'), ('Lux', '1'), ('Jarvan IV', '1')]"
3,"['Two Healthy', 'Medium Forge', 'Radiant Relics']","[('Technogenius', '1'), ('Strategist', '3'), ('Juggernaut', '2'), ('Multicaster', '2')]","[('ApexTurret', 0), ('Taliyah', '1'), ('Swain', '2'), ('Sett', '3'), ('Taliyah', '3'), ('Warwick', '3'), ('Jarvan IV', '1'), ('Heimerdinger', '1')]"
8,"['Medium Forge', 'Know Your Enemy']","[('Sorcerer', '6'), ('Empress', '1'), ('Ionia', '3'), ('Void', '3'), ('Bastion', '2'), ('Multicaster', '2'), ('Strategist', '2')]","[('Swain', '2'), ('Teemo', '2'), (""Vel'Koz"", '2'), ('Taric', '2'), ('Lux', '1'), ('Shen', '2'), (""Bel'Veth"", '1'), ('Ahri', '1')]"
3,"['Capricious Forge', 'Long Distance Pals II']","[('Strategist', '4'), ('Wanderer', '1'), ('Shurima', '3'), ('Multicaster', '2')]","[('Taliyah', '1'), ('Swain', '2'), ('Teemo', '2'), ('Nasus', '2'), ('Azir', '2'), ('Jarvan IV', '2'), ('Gwen', '2'), ('Ryze: Shurima', '2')]"
3,"['Cybernetic Leech III', 'Unified Resistance II']","[('Technogenius', '1'), ('Ionia', '3'), ('Noxus', '3'), ('Juggernaut', '2'), ('Rogue', '2'), ('Slayer', '2')]","[('ApexTurret', 0), ('Sett', '2'), ('Zed', '3'), ('Katarina', '2'), ('Darius', '2'), ('Shen', '1'), ('Gwen', '2'), ('Heimerdinger', '1'), ('Sion', '1')]"
2,"['Medium Forge', 'Know Your Enemy']","[('Shadow Isles', '4'), ('Darkin', '1'), ('Empress', '1'), ('Redeemer', '1'), ('Technogenius', '1'), ('Challenger', '2'), ('Juggernaut', '2'), ('Slayer', '2')]","[('ApexTurret', 0), ('Maokai', '2'), ('Warwick', '2'), ('Kalista', '3'), ('Kalista', '3'), ('Gwen', '1'), ('Gwen', '2'), ('Heimerdinger', '1'), ('Senna', '1'), (""Bel'Veth"", '2'), ('Aatrox', '2')]"
5,"['A Cut Above', 'Phreaky Friday+', 'Cybernetic Leech I']","[('Deadeye', '4'), ('Freljord', '3'), ('Bruiser', '2')]","[('Ashe', '2'), ('Lissandra', '2'), ('Akshan', '2'), ('Aphelios', '2'), ('Urgot', '2'), ('Sejuani', '2'), ('Sion', '1')]"
3,"['Long Distance Pals II', 'Large Forge', 'Healing Orbs II']","[('Darkin', '1'), ('Technogenius', '1'), ('Juggernaut', '4'), ('Shurima', '3'), ('Deadeye', '2'), ('Freljord', '2')]","[('ApexTurret', 0), ('Sett', '1'), ('Ashe', '2'), ('Darius', '2'), ('Akshan', '3'), ('Nasus', '2'), ('Sejuani', '2'), ('Heimerdinger', '1'), ('Aatrox', '1')]"
3,"['Inconsistency', 'Think Fast', 'Level Up!']","[('Gunner', '4'), ('Redeemer', '1'), ('Technogenius', '1'), ('Bruiser', '2'), ('Zaun', '2')]","[('ApexTurret', 0), ('Jinx', '3'), ('Jayce', '2'), ('Sejuani', '1'), ('Shen', '2'), ('Zeri', '2'), ('Heimerdinger', '2'), ('Senna', '2'), ('Sion', '2'), ('Ahri', '2')]"
1,"['Unified Resistance I', 'Infusion']","[('Strategist', '3'), ('Noxus', '3'), ('Juggernaut', '2'), ('Multicaster', '2'), ('Sorcerer', '2')]","[('Kled', '1'), ('Swain', '2'), ('Teemo', '2'), ('Taliyah', '3'), ('Sett', '3'), ('Taliyah', '3'), ('Darius', '2'), ('Jarvan IV', '2'), ('Ahri', '1')]"
4,"['Small Forge', 'Mana Burn']","[('Noxus', '6'), ('Juggernaut', '4')]","[('Cassiopeia', '1'), ('Samira', '1'), ('Swain', '1'), ('Kled', '1'), ('Sett', '2'), ('Katarina', '2'), ('Darius', '2'), ('Nasus', '2')]"
8,"['Blood Money', 'Large Forge', 'Golden Ticket']","[('Noxus', '6'), ('Darkin', '1'), ('Juggernaut', '2'), ('Slayer', '2')]","[('Cassiopeia', '2'), ('Samira', '2'), ('Swain', '2'), ('Kled', '2'), ('Katarina', '3'), ('Darius', '3'), ('Aatrox', '2')]"
1,"['Challenger Heart', 'Cybernetic Leech III']","[('Challenger', '6'), ('Redeemer', '1'), ('Technogenius', '1'), ('Ionia', '3'), ('Juggernaut', '2'), ('Shadow Isles', '2')]","[('ApexTurret', 0), ('Irelia', '2'), ('Sett', '2'), ('Warwick', '2'), ('Kalista', '2'), ('Yasuo', '2'), (""Kai'Sa"", '2'), ('Heimerdinger', '1'), ('Senna', '1')]"
3,"['Long Distance Pals II', 'Mana Burn']","[('Juggernaut', '6'), ('Darkin', '1'), ('Slayer', '3'), ('Noxus', '3'), ('Rogue', '2')]","[('Sett', '2'), ('Kled', '2'), ('Warwick', '2'), ('Katarina', '2'), ('Darius', '2'), ('Nasus', '2'), ('Aatrox', '1')]"
7,"['Long Distance Pals II', 'Small Forge', 'Know Your Enemy']","[('Technogenius', '1'), ('Slayer', '4'), ('Demacia', '3'), ('Yordle', '3'), ('Bastion', '2'), ('Shadow Isles', '2')]","[('ApexTurret', 0), ('Maokai', '3'), ('Kayle', '3'), ('Poppy', '3'), ('Zed', '1'), ('Kled', '2'), ('Gwen', '1'), ('Jarvan IV', '2'), ('Heimerdinger', '1')]"
8,"['Medium Forge', 'Sorcerer Crown']","[('Multicaster', '4'), ('Sorcerer', '4'), ('Demacia', '3'), ('Strategist', '2')]","[('Taliyah', '1'), ('Teemo', '2'), ('Sona', '2'), ('Taric', '2'), (""Vel'Koz"", '3'), ('Lux', '2'), ('Jarvan IV', '2')]"
4,"['Defensive Dash', 'Small Forge', 'Job Well Done']","[('Challenger', '6'), ('Ionia', '3'), ('Juggernaut', '2')]","[('Samira', '2'), ('Irelia', '2'), ('Sett', '2'), ('Warwick', '2'), ('Kalista', '3'), ('Kalista', '3'), ('Yasuo', '2'), (""Kai'Sa"", '2')]"
3,"['Long Distance Pals II', 'Large Forge', 'Healing Orbs II']","[('Darkin', '1'), ('Technogenius', '1'), ('Juggernaut', '4'), ('Shurima', '3'), ('Deadeye', '2'), ('Freljord', '2')]","[('ApexTurret', 0), ('Sett', '1'), ('Ashe', '2'), ('Darius', '2'), ('Akshan', '3'), ('Nasus', '2'), ('Sejuani', '2'), ('Heimerdinger', '1'), ('Aatrox', '1')]"
3,"['Inconsistency', 'Think Fast', 'Level Up!']","[('Gunner', '4'), ('Redeemer', '1'), ('Technogenius', '1'), ('Bruiser', '2'), ('Zaun', '2')]","[('ApexTurret', 0), ('Jinx', '3'), ('Jayce', '2'), ('Sejuani', '1'), ('Shen', '2'), ('Zeri', '2'), ('Heimerdinger', '2'), ('Senna', '2'), ('Sion', '2'), ('Ahri', '2')]"
1,"['Unified Resistance I', 'Infusion']","[('Strategist', '3'), ('Noxus', '3'), ('Juggernaut', '2'), ('Multicaster', '2'), ('Sorcerer', '2')]","[('Kled', '1'), ('Swain', '2'), ('Teemo', '2'), ('Taliyah', '3'), ('Sett', '3'), ('Taliyah', '3'), ('Darius', '2'), ('Jarvan IV', '2'), ('Ahri', '1')]"
4,"['Small Forge', 'Mana Burn']","[('Noxus', '6'), ('Juggernaut', '4')]","[('Cassiopeia', '1'), ('Samira', '1'), ('Swain', '1'), ('Kled', '1'), ('Sett', '2'), ('Katarina', '2'), ('Darius', '2'), ('Nasus', '2')]"
8,"['Blood Money', 'Large Forge', 'Golden Ticket']","[('Noxus', '6'), ('Darkin', '1'), ('Juggernaut', '2'), ('Slayer', '2')]","[('Cassiopeia', '2'), ('Samira', '2'), ('Swain', '2'), ('Kled', '2'), ('Katarina', '3'), ('Darius', '3'), ('Aatrox', '2')]"
1,"['Challenger Heart', 'Cybernetic Leech III']","[('Challenger', '6'), ('Redeemer', '1'), ('Technogenius', '1'), ('Ionia', '3'), ('Juggernaut', '2'), ('Shadow Isles', '2')]","[('ApexTurret', 0), ('Irelia', '2'), ('Sett', '2'), ('Warwick', '2'), ('Kalista', '2'), ('Yasuo', '2'), (""Kai'Sa"", '2'), ('Heimerdinger', '1'), ('Senna', '1')]"
3,"['Long Distance Pals II', 'Mana Burn']","[('Juggernaut', '6'), ('Darkin', '1'), ('Slayer', '3'), ('Noxus', '3'), ('Rogue', '2')]","[('Sett', '2'), ('Kled', '2'), ('Warwick', '2'), ('Katarina', '2'), ('Darius', '2'), ('Nasus', '2'), ('Aatrox', '1')]"
7,"['Long Distance Pals II', 'Small Forge', 'Know Your Enemy']","[('Technogenius', '1'), ('Slayer', '4'), ('Demacia', '3'), ('Yordle', '3'), ('Bastion', '2'), ('Shadow Isles', '2')]","[('ApexTurret', 0), ('Maokai', '3'), ('Kayle', '3'), ('Poppy', '3'), ('Zed', '1'), ('Kled', '2'), ('Gwen', '1'), ('Jarvan IV', '2'), ('Heimerdinger', '1')]"
8,"['Medium Forge', 'Sorcerer Crown']","[('Multicaster', '4'), ('Sorcerer', '4'), ('Demacia', '3'), ('Strategist', '2')]","[('Taliyah', '1'), ('Teemo', '2'), ('Sona', '2'), ('Taric', '2'), (""Vel'Koz"", '3'), ('Lux', '2'), ('Jarvan IV', '2')]"
4,"['Defensive Dash', 'Small Forge', 'Job Well Done']","[('Challenger', '6'), ('Ionia', '3'), ('Juggernaut', '2')]","[('Samira', '2'), ('Irelia', '2'), ('Sett', '2'), ('Warwick', '2'), ('Kalista', '3'), ('Kalista', '3'), ('Yasuo', '2'), (""Kai'Sa"", '2')]"
5,"['Small Forge', 'Job Well Done']","[('Ionia', '6'), ('Challenger', '4'), ('Invoker', '2'), ('Juggernaut', '2')]","[('Irelia', '2'), ('Sett', '2'), ('Warwick', '2'), (""Vel'Koz"", '1'), ('Karma', '2'), ('Yasuo', '2'), ('Shen', '2'), (""Kai'Sa"", '2')]"
1,"['Long Distance Pals II', 'Medium Forge', 'Job Well Done']","[('Challenger', '6'), ('Redeemer', '1'), ('Technogenius', '1'), ('Ionia', '3'), ('Juggernaut', '2'), ('Shadow Isles', '2')]","[('ApexTurret', 0), ('Samira', '2'), ('Irelia', '2'), ('Sett', '2'), ('Warwick', '2'), ('Kalista', '2'), ('Yasuo', '2'), (""Kai'Sa"", '2'), ('Heimerdinger', '2'), ('Senna', '2')]"
3,"['Golden Ticket', 'Large Forge', 'Long Distance Pals II']","[('Sorcerer', '6'), ('Multicaster', '4'), ('Strategist', '3'), ('Demacia', '3')]","[('Swain', '2'), ('Taliyah', '2'), ('Teemo', '2'), (""Vel'Koz"", '3'), ('Sona', '3'), ('Lux', '2'), ('Jarvan IV', '2'), ('Ahri', '1')]"
3,"['Double Trouble III', 'Small Forge', 'Job Well Done']","[('Juggernaut', '2'), ('Multicaster', '2'), ('Strategist', '2')]","[('Swain', '2'), ('Sett', '2'), ('Taliyah', '2'), ('Teemo', '2'), ('Sett', '3'), ('Taliyah', '3'), ('Darius', '1')]"
5,"['Small Forge', 'Infusion']","[('Multicaster', '4'), ('Strategist', '3'), ('Demacia', '3'), ('Sorcerer', '2')]","[('Swain', '1'), ('Taliyah', '2'), ('Teemo', '2'), ('Galio', '2'), (""Vel'Koz"", '3'), ('Sona', '3'), ('Jarvan IV', '2')]"
2,"['Sorcerer Crown', 'Bronze Ticket']","[('Multicaster', '4'), ('Strategist', '4'), ('Sorcerer', '4'), ('Demacia', '3')]","[('Swain', '2'), ('Taliyah', '2'), ('Teemo', '2'), (""Vel'Koz"", '3'), ('Sona', '3'), ('Lux', '2'), ('Azir', '2'), ('Jarvan IV', '2')]"
1,"['All That Shimmers', 'Long Distance Pals II', 'Job Well Done']","[('Multicaster', '4'), ('Strategist', '4'), ('Demacia', '3'), ('Sorcerer', '2')]","[('Swain', '2'), ('Taliyah', '2'), ('Teemo', '2'), ('Galio', '2'), (""Vel'Koz"", '3'), ('Sona', '3'), ('Azir', '2'), ('Jarvan IV', '2')]"
2,"['Medium Forge', 'Capricious Forge']","[('Freljord', '3'), ('Shurima', '5'), ('Bruiser', '2'), ('Deadeye', '2')]","[('Renekton', '2'), ('Ashe', '2'), ('Akshan', '3'), ('Lissandra', '3'), ('Akshan', '3'), ('Nasus', '2'), ('Nasus', '2'), ('Jarvan IV', '2'), ('Sejuani', '2'), (""K'Sante"", '1')]"
2,"['March of Progress', 'Large Forge', 'Think Fast']","[('Multicaster', '4'), ('Strategist', '4'), ('Demacia', '3'), ('Sorcerer', '2')]","[('Swain', '2'), ('Taliyah', '2'), ('Teemo', '2'), ('Galio', '3'), (""Vel'Koz"", '3'), ('Sona', '3'), ('Azir', '2'), ('Jarvan IV', '2')]"
3,[],"[('Freljord', '3'), ('Darkin', '1'), ('Juggernaut', '4'), ('Shurima', '3'), ('Bruiser', '2'), ('Deadeye', '2')]","[('Renekton', '2'), ('Ashe', '2'), ('Sett', '2'), ('Lissandra', '2'), ('Akshan', '2'), ('Nasus', '2'), ('Sejuani', '2'), ('Aatrox', '1')]"
5,"['Small Forge', 'Job Well Done']","[('Ionia', '6'), ('Challenger', '4'), ('Invoker', '2'), ('Juggernaut', '2')]","[('Irelia', '2'), ('Sett', '2'), ('Warwick', '2'), (""Vel'Koz"", '1'), ('Karma', '2'), ('Yasuo', '2'), ('Shen', '2'), (""Kai'Sa"", '2')]"
1,"['Long Distance Pals II', 'Medium Forge', 'Job Well Done']","[('Challenger', '6'), ('Redeemer', '1'), ('Technogenius', '1'), ('Ionia', '3'), ('Juggernaut', '2'), ('Shadow Isles', '2')]","[('ApexTurret', 0), ('Samira', '2'), ('Irelia', '2'), ('Sett', '2'), ('Warwick', '2'), ('Kalista', '2'), ('Yasuo', '2'), (""Kai'Sa"", '2'), ('Heimerdinger', '2'), ('Senna', '2')]"
3,"['Golden Ticket', 'Large Forge', 'Long Distance Pals II']","[('Sorcerer', '6'), ('Multicaster', '4'), ('Strategist', '3'), ('Demacia', '3')]","[('Swain', '2'), ('Taliyah', '2'), ('Teemo', '2'), (""Vel'Koz"", '3'), ('Sona', '3'), ('Lux', '2'), ('Jarvan IV', '2'), ('Ahri', '1')]"
3,"['Double Trouble III', 'Small Forge', 'Job Well Done']","[('Juggernaut', '2'), ('Multicaster', '2'), ('Strategist', '2')]","[('Swain', '2'), ('Sett', '2'), ('Taliyah', '2'), ('Teemo', '2'), ('Sett', '3'), ('Taliyah', '3'), ('Darius', '1')]"
5,"['Small Forge', 'Infusion']","[('Multicaster', '4'), ('Strategist', '3'), ('Demacia', '3'), ('Sorcerer', '2')]","[('Swain', '1'), ('Taliyah', '2'), ('Teemo', '2'), ('Galio', '2'), (""Vel'Koz"", '3'), ('Sona', '3'), ('Jarvan IV', '2')]"
2,"['Sorcerer Crown', 'Bronze Ticket']","[('Multicaster', '4'), ('Strategist', '4'), ('Sorcerer', '4'), ('Demacia', '3')]","[('Swain', '2'), ('Taliyah', '2'), ('Teemo', '2'), (""Vel'Koz"", '3'), ('Sona', '3'), ('Lux', '2'), ('Azir', '2'), ('Jarvan IV', '2')]"
1,"['All That Shimmers', 'Long Distance Pals II', 'Job Well Done']","[('Multicaster', '4'), ('Strategist', '4'), ('Demacia', '3'), ('Sorcerer', '2')]","[('Swain', '2'), ('Taliyah', '2'), ('Teemo', '2'), ('Galio', '2'), (""Vel'Koz"", '3'), ('Sona', '3'), ('Azir', '2'), ('Jarvan IV', '2')]"
2,"['Medium Forge', 'Capricious Forge']","[('Freljord', '3'), ('Shurima', '5'), ('Bruiser', '2'), ('Deadeye', '2')]","[('Renekton', '2'), ('Ashe', '2'), ('Akshan', '3'), ('Lissandra', '3'), ('Akshan', '3'), ('Nasus', '2'), ('Nasus', '2'), ('Jarvan IV', '2'), ('Sejuani', '2'), (""K'Sante"", '1')]"
2,"['March of Progress', 'Large Forge', 'Think Fast']","[('Multicaster', '4'), ('Strategist', '4'), ('Demacia', '3'), ('Sorcerer', '2')]","[('Swain', '2'), ('Taliyah', '2'), ('Teemo', '2'), ('Galio', '3'), (""Vel'Koz"", '3'), ('Sona', '3'), ('Azir', '2'), ('Jarvan IV', '2')]"
3,[],"[('Freljord', '3'), ('Darkin', '1'), ('Juggernaut', '4'), ('Shurima', '3'), ('Bruiser', '2'), ('Deadeye', '2')]","[('Renekton', '2'), ('Ashe', '2'), ('Sett', '2'), ('Lissandra', '2'), ('Akshan', '2'), ('Nasus', '2'), ('Sejuani', '2'), ('Aatrox', '1')]"
2,"['Consistency', 'Medium Forge', 'Gifts from the Fallen']","[('Freljord', '3'), ('Bruiser', '4'), ('Shurima', '3'), ('Deadeye', '2')]","[('Renekton', '2'), ('Ashe', '2'), (""Rek'Sai"", '3'), ('Lissandra', '3'), ('Akshan', '3'), ('Sejuani', '2'), (""K'Sante"", '1'), ('Sion', '2')]"
6,"['Social Distancing III', 'Small Forge', 'Job Well Done']","[('Slayer', '4'), ('Ionia', '3'), ('Noxus', '3'), ('Juggernaut', '2'), ('Rogue', '2')]","[('Kled', '1'), ('Sett', '2'), ('Zed', '3'), ('Darius', '2'), ('Katarina', '3'), ('Gwen', '1'), ('Shen', '2')]"
4,"['Riftwalk', 'Harmacist III', 'Invoker Heart']","[('Targon', '3'), ('Darkin', '1'), ('Bastion', '4'), ('Invoker', '4')]","[('Kassadin', '3'), ('Soraka', '3'), ('Lissandra', '1'), ('Taric', '2'), ('Aphelios', '1'), ('Shen', '2'), (""K'Sante"", '1'), ('Aatrox', '1')]"
3,"['Large Forge', 'Job Well Done']","[('Wanderer', '1'), ('Strategist', '3'), ('Demacia', '3'), ('Shurima', '3'), ('Sorcerer', '3'), ('Juggernaut', '2')]","[('Swain', '2'), ('Garen', '2'), ('Lux', '1'), ('Nasus', '2'), ('Azir', '2'), ('Jarvan IV', '2'), ('Ryze: Shurima', '1'), (""K'Sante"", '1'), ('Ahri', '1')]"
6,"['Large Forge', 'Shurima Crest']","[('Strategist', '5'), ('Shurima', '5'), ('Bruiser', '2'), ('Juggernaut', '2')]","[('Renekton', '2'), ('Swain', '2'), ('Taliyah', '2'), ('Garen', '2'), ('Nasus', '1'), ('Azir', '1'), ('Jarvan IV', '2'), ('Sion', '1')]"
7,"['Unified Resistance II', 'Job Well Done']","[('Strategist', '4'), ('Demacia', '3'), ('Shurima', '3'), ('Juggernaut', '2'), ('Multicaster', '2'), ('Sorcerer', '2')]","[('Swain', '1'), ('Teemo', '1'), ('Taliyah', '2'), ('Garen', '2'), ('Jarvan IV', '1'), ('Nasus', '2'), ('Lux', '2'), ('Azir', '2')]"
3,"['Escort Quest', 'Large Forge', 'Job Well Done']","[('Challenger', '6'), ('Darkin', '1'), ('Redeemer', '1'), ('Ionia', '3'), ('Juggernaut', '3'), ('Shadow Isles', '2')]","[('Irelia', '2'), ('Sett', '2'), ('Warwick', '2'), ('Kalista', '2'), ('Yasuo', '2'), (""Kai'Sa"", '2'), ('Senna', '1'), ('Sion', '1'), ('Aatrox', '1')]"
2,"['Think Fast', 'You Have My Bow']","[('Slayer', '6'), ('Technogenius', '1'), ('Demacia', '3'), ('Yordle', '3'), ('Bastion', '2'), ('Shadow Isles', '2')]","[('ApexTurret', 0), ('Maokai', '3'), ('Kayle', '3'), ('Poppy', '3'), ('Zed', '1'), ('Galio', '1'), ('Kled', '2'), ('Gwen', '2'), ('Sion', '1'), ('Heimerdinger', '2')]"
2,"['Social Distancing III', 'Stable Evolution']","[('Freljord', '3'), ('Technogenius', '1'), ('Bruiser', '4'), ('Void', '3')]","[('ApexTurret', 0), (""Cho'Gath"", '2'), ('Ashe', '2'), ('Lissandra', '2'), (""Rek'Sai"", '3'), (""Kai'Sa"", '2'), ('Sejuani', '2'), ('Heimerdinger', '1'), ('Sion', '1')]"
8,"['Unified Resistance II', 'Think Fast']","[('Shurima', '5'), ('Strategist', '2')]","[('Renekton', '2'), ('Akshan', '1'), ('Nasus', '1'), ('Nasus', '1'), ('Nasus', '1'), ('Azir', '2'), ('Jarvan IV', '2'), (""K'Sante"", '1')]"
2,"['Consistency', 'Medium Forge', 'Gifts from the Fallen']","[('Freljord', '3'), ('Bruiser', '4'), ('Shurima', '3'), ('Deadeye', '2')]","[('Renekton', '2'), ('Ashe', '2'), (""Rek'Sai"", '3'), ('Lissandra', '3'), ('Akshan', '3'), ('Sejuani', '2'), (""K'Sante"", '1'), ('Sion', '2')]"
6,"['Social Distancing III', 'Small Forge', 'Job Well Done']","[('Slayer', '4'), ('Ionia', '3'), ('Noxus', '3'), ('Juggernaut', '2'), ('Rogue', '2')]","[('Kled', '1'), ('Sett', '2'), ('Zed', '3'), ('Darius', '2'), ('Katarina', '3'), ('Gwen', '1'), ('Shen', '2')]"
4,"['Riftwalk', 'Harmacist III', 'Invoker Heart']","[('Targon', '3'), ('Darkin', '1'), ('Bastion', '4'), ('Invoker', '4')]","[('Kassadin', '3'), ('Soraka', '3'), ('Lissandra', '1'), ('Taric', '2'), ('Aphelios', '1'), ('Shen', '2'), (""K'Sante"", '1'), ('Aatrox', '1')]"
